packet_size,request_rate,source_ip,destination_ip,protocol_type,label
1431,7.878517910445561,241.200.88.89,192.168.1.1,UDP,normal
99,0.30138634794729235,252.153.31.235,192.168.1.1,TCP,port_scan
1470,705.1350190191467,136.81.32.10,192.168.1.1,TCP,ddos
1333,451.8223260958889,5.145.233.18,192.168.1.1,TCP,ddos
69,0.41631090537347704,182.220.117.76,192.168.1.1,TCP,normal
1402,4.696967982831646,220.219.57.205,192.168.1.1,ICMP,normal
69,0.6526752682746518,167.234.157.8,192.168.1.1,UDP,port_scan
1072,6.6804718081217676,158.32.82.59,192.168.1.1,TCP,normal
647,6.683712323126435,207.153.105.214,192.168.1.1,ICMP,normal
1252,7.8078164445852245,120.105.197.109,192.168.1.1,UDP,normal
679,6.688225065013411,165.24.14.49,192.168.1.1,UDP,normal
1113,3.7546133577165266,95.182.53.14,192.168.1.1,TCP,normal
998,5.127653020134591,68.44.101.24,192.168.1.1,ICMP,normal
802,5.61169266037806,46.168.160.106,192.168.1.1,TCP,normal
1094,2.0017565113445572,221.140.1.180,192.168.1.1,UDP,normal
88,922.8694342803643,219.154.68.6,192.168.1.1,TCP,ddos
1426,3.038413654413289,107.24.146.4,192.168.1.1,ICMP,normal
465,1.6583327077000134,228.198.235.124,192.168.1.1,UDP,normal
238,6.6638891726052,183.120.180.28,192.168.1.1,UDP,normal
98,0.4573679919840945,112.143.121.179,192.168.1.1,TCP,port_scan
93,0.6055242918588427,251.11.28.153,192.168.1.1,TCP,port_scan
1092,1.5635327793279339,195.226.67.37,192.168.1.1,UDP,normal
681,0.7064168169692818,30.208.105.48,192.168.1.1,TCP,normal
848,2.4166562659596673,155.191.25.113,192.168.1.1,UDP,normal
1395,1.2879270037642288,113.31.5.225,192.168.1.1,ICMP,normal
1007,1.2687657816262121,67.48.211.150,192.168.1.1,UDP,normal
921,7.965287362005416,7.95.53.202,192.168.1.1,UDP,normal
363,4.957808432674262,65.118.112.205,192.168.1.1,UDP,normal
782,0.3000604353749667,49.206.69.60,192.168.1.1,TCP,normal
87,0.49806294021878506,51.247.147.219,192.168.1.1,TCP,port_scan
385,240.45006910118863,10.154.76.9,192.168.1.1,TCP,ddos
1426,8.720325682947797,78.45.117.48,192.168.1.1,UDP,normal
638,568.4039367204873,54.61.168.23,192.168.1.1,TCP,ddos
499,1.9473137495284822,120.143.113.39,192.168.1.1,UDP,normal
1063,1.0879606134021278,93.237.227.243,192.168.1.1,UDP,normal
933,0.7937027608721962,200.251.145.119,192.168.1.1,UDP,normal
544,1.4056884951295812,197.21.168.146,192.168.1.1,TCP,normal
288,5.093874991975487,107.191.36.133,192.168.1.1,ICMP,normal
406,5.811695969126582,205.179.29.89,192.168.1.1,ICMP,normal
691,4.529529519349788,221.55.124.109,192.168.1.1,UDP,normal
615,316.3144915701925,23.245.26.3,192.168.1.1,TCP,ddos
908,0.5813432382065566,17.33.36.213,192.168.1.1,ICMP,normal
1225,0.20614259953600628,44.217.221.245,192.168.1.1,TCP,normal
1492,4.546776997745058,138.9.78.195,192.168.1.1,TCP,normal
452,6.700984958830989,22.215.82.106,192.168.1.1,ICMP,normal
1057,1.547149118088676,180.138.216.172,192.168.1.1,TCP,normal
670,1.0729854112066792,4.236.84.117,192.168.1.1,UDP,normal
690,341.7997577749947,255.213.177.13,192.168.1.1,TCP,ddos
1079,4.711235805057651,41.221.11.82,192.168.1.1,UDP,normal
769,0.5838755976447703,99.94.42.83,192.168.1.1,ICMP,normal
1395,5.462652280641107,139.210.231.72,192.168.1.1,TCP,normal
352,6.58587170335712,234.81.233.162,192.168.1.1,UDP,normal
86,0.5792282007316855,109.98.246.101,192.168.1.1,TCP,port_scan
497,4.31654754564871,38.23.33.70,192.168.1.1,ICMP,normal
1086,4.015908132541913,167.100.123.19,192.168.1.1,TCP,normal
1214,144.73589233971083,43.117.90.50,192.168.1.1,TCP,ddos
620,3.7498345975067746,149.147.236.106,192.168.1.1,ICMP,normal
49,0.6547098375223408,186.3.146.172,192.168.1.1,UDP,port_scan
1421,0.7308289468919379,138.42.164.116,192.168.1.1,ICMP,normal
55,0.25448446312386397,240.158.98.68,192.168.1.1,TCP,port_scan
527,3.8522678699617896,219.150.56.172,192.168.1.1,TCP,normal
1302,2.6832735761305737,216.205.238.118,192.168.1.1,UDP,normal
265,4.449547165952428,137.198.249.178,192.168.1.1,UDP,normal
94,0.22392179843004845,186.214.158.57,192.168.1.1,TCP,port_scan
1376,6.385262677094868,29.42.29.186,192.168.1.1,TCP,normal
380,6.62824051852735,115.202.18.103,192.168.1.1,ICMP,normal
905,5.789436405000795,214.178.253.179,192.168.1.1,ICMP,normal
827,483.27750557708214,241.37.94.14,192.168.1.1,TCP,ddos
162,7.401589613450309,144.206.129.72,192.168.1.1,TCP,normal
103,5.033411705391505,225.20.178.128,192.168.1.1,ICMP,normal
569,1.1294864734107295,231.231.37.133,192.168.1.1,ICMP,normal
460,3.057937734070186,131.90.180.16,192.168.1.1,UDP,normal
1387,469.69050655745446,190.21.28.21,192.168.1.1,TCP,ddos
222,5.057382232014829,112.198.4.101,192.168.1.1,ICMP,normal
1102,611.9319260611778,2.16.253.25,192.168.1.1,TCP,ddos
367,386.4654842940264,89.44.110.20,192.168.1.1,TCP,ddos
1189,0.29537097291301706,26.85.81.2,192.168.1.1,TCP,normal
116,0.9693536265440346,24.11.105.255,192.168.1.1,UDP,normal
1075,1.4588448319883671,215.234.10.202,192.168.1.1,UDP,normal
1423,7.283470728593385,215.42.57.225,192.168.1.1,TCP,normal
321,3.8300256108011035,198.115.48.188,192.168.1.1,TCP,normal
795,584.4622596260721,7.25.63.27,192.168.1.1,TCP,ddos
949,640.7671070412202,5.208.112.21,192.168.1.1,TCP,ddos
159,873.9930991307212,53.88.208.22,192.168.1.1,TCP,ddos
1034,5.522541027387321,143.227.25.155,192.168.1.1,TCP,normal
41,0.1939458955697565,113.118.210.145,192.168.1.1,TCP,port_scan
397,8.174938014187111,249.22.1.111,192.168.1.1,UDP,normal
55,0.624914632971439,79.251.117.186,192.168.1.1,UDP,port_scan
157,2.981956785691888,205.144.169.207,192.168.1.1,TCP,normal
521,702.3228886550773,21.10.23.43,192.168.1.1,TCP,ddos
650,6.671892326893966,214.29.211.14,192.168.1.1,TCP,normal
594,2.5356618001243687,77.52.63.120,192.168.1.1,ICMP,normal
419,3.748550703347509,161.151.242.76,192.168.1.1,TCP,normal
186,741.1235542525449,56.23.102.17,192.168.1.1,TCP,ddos
865,8.527614791917527,113.59.6.173,192.168.1.1,UDP,normal
227,4.750093172386244,214.83.170.200,192.168.1.1,ICMP,normal
1006,2.262676418794791,192.133.97.165,192.168.1.1,UDP,normal
357,2.3757632875118317,230.170.100.13,192.168.1.1,TCP,normal
1354,3.3478383681746022,58.129.42.243,192.168.1.1,ICMP,normal
341,8.065568669645915,79.42.17.105,192.168.1.1,UDP,normal
71,3.3246421708958622,98.76.150.186,192.168.1.1,TCP,normal
1258,3.32533699039659,192.83.14.66,192.168.1.1,ICMP,normal
704,853.5720245792253,195.116.115.47,192.168.1.1,TCP,ddos
1191,7.277892223735506,115.229.84.168,192.168.1.1,TCP,normal
1164,3.7449966042639473,10.37.87.110,192.168.1.1,ICMP,normal
837,8.399803518589351,249.62.113.46,192.168.1.1,UDP,normal
52,0.6980133571970447,32.60.17.224,192.168.1.1,UDP,port_scan
40,0.14035044533620117,49.37.216.22,192.168.1.1,TCP,port_scan
715,3.229150527747556,75.214.67.55,192.168.1.1,TCP,normal
676,3.1937304255594334,178.181.25.177,192.168.1.1,ICMP,normal
455,2.4658321965383214,54.145.95.171,192.168.1.1,ICMP,normal
521,650.2625304118181,99.173.13.36,192.168.1.1,TCP,ddos
1382,4.534384796356942,146.18.134.81,192.168.1.1,ICMP,normal
81,0.40359881122040586,98.112.247.232,192.168.1.1,ICMP,normal
289,0.11281157130733144,177.200.62.61,192.168.1.1,UDP,normal
656,3.310475221339879,51.57.36.64,192.168.1.1,UDP,normal
927,8.140222458710774,107.15.90.93,192.168.1.1,TCP,normal
425,6.682576831133071,22.35.28.154,192.168.1.1,ICMP,normal
1241,5.689885115552776,57.157.199.115,192.168.1.1,TCP,normal
748,5.9699421217964215,93.251.233.142,192.168.1.1,UDP,normal
81,0.10509441353276644,111.61.82.87,192.168.1.1,UDP,port_scan
1407,2.154120971511511,218.202.212.141,192.168.1.1,TCP,normal
1052,210.64741622800122,83.241.99.19,192.168.1.1,TCP,ddos
252,991.9554965009896,31.248.193.14,192.168.1.1,TCP,ddos
1198,0.5601714448174877,18.181.208.252,192.168.1.1,UDP,normal
954,2.5808326718687904,65.121.24.230,192.168.1.1,TCP,normal
937,2.0945125131846556,166.80.26.129,192.168.1.1,UDP,normal
91,0.5263860081635312,151.109.233.163,192.168.1.1,TCP,port_scan
111,580.4795189344097,150.86.72.22,192.168.1.1,TCP,ddos
886,5.448138393135428,125.117.113.149,192.168.1.1,ICMP,normal
97,0.1571514196370876,157.41.177.165,192.168.1.1,TCP,port_scan
88,5.970299790154429,201.79.66.64,192.168.1.1,ICMP,normal
241,3.3805651156011107,5.233.91.144,192.168.1.1,TCP,normal
258,5.185366391181137,160.113.184.114,192.168.1.1,TCP,normal
1026,534.7022580929358,51.225.211.17,192.168.1.1,TCP,ddos
593,0.15942473768167648,103.87.70.44,192.168.1.1,UDP,normal
383,2.9558346211906272,16.27.39.95,192.168.1.1,TCP,normal
1078,2.4665023926593355,27.233.84.122,192.168.1.1,TCP,normal
310,611.018803358156,198.198.129.40,192.168.1.1,TCP,ddos
44,0.24498871300252303,207.171.2.206,192.168.1.1,TCP,port_scan
90,0.4802529927222984,208.116.145.199,192.168.1.1,UDP,port_scan
82,0.6436564658608912,31.56.45.59,192.168.1.1,TCP,port_scan
825,8.238863847104474,117.198.152.76,192.168.1.1,UDP,normal
371,9.327973016736328,157.129.72.16,192.168.1.1,TCP,normal
1155,6.5312995926179225,170.83.214.61,192.168.1.1,UDP,normal
1415,2.747318585953982,199.239.96.174,192.168.1.1,TCP,normal
692,7.435387748514164,94.198.128.47,192.168.1.1,UDP,normal
1350,0.558102137604467,93.51.38.33,192.168.1.1,TCP,normal
534,0.2425671690941946,96.35.228.44,192.168.1.1,ICMP,normal
59,0.44906893684972193,116.146.55.241,192.168.1.1,TCP,port_scan
1447,9.885395332741073,191.104.13.253,192.168.1.1,TCP,normal
113,2.422662909871527,202.13.31.168,192.168.1.1,UDP,normal
1004,6.6436718037525955,28.24.207.65,192.168.1.1,TCP,normal
345,9.80606294717683,168.218.57.196,192.168.1.1,UDP,normal
540,577.2604555153218,85.136.166.22,192.168.1.1,TCP,ddos
886,6.617450542799408,120.234.153.35,192.168.1.1,TCP,normal
753,6.285993072150883,13.138.188.140,192.168.1.1,TCP,normal
244,4.81061341565226,20.89.176.48,192.168.1.1,UDP,normal
553,7.990119703188036,228.138.242.103,192.168.1.1,ICMP,normal
311,2.4561247505267416,89.114.134.74,192.168.1.1,UDP,normal
669,7.894443594112378,190.220.33.91,192.168.1.1,TCP,normal
1308,5.395179351873574,74.241.190.247,192.168.1.1,ICMP,normal
807,1.5398504439959138,166.10.63.135,192.168.1.1,TCP,normal
1335,3.974528303961183,73.72.252.115,192.168.1.1,ICMP,normal
75,0.3185495636104707,53.188.202.110,192.168.1.1,UDP,port_scan
807,0.3981795085578149,62.45.38.38,192.168.1.1,TCP,normal
99,0.6415755786645649,62.112.189.57,192.168.1.1,TCP,port_scan
1474,6.403290339828153,76.205.81.161,192.168.1.1,TCP,normal
891,2.999428813677474,218.5.3.78,192.168.1.1,ICMP,normal
734,8.43378657257489,241.242.118.54,192.168.1.1,UDP,normal
635,1.3611182476531944,134.136.161.124,192.168.1.1,ICMP,normal
985,4.244228446206498,243.191.147.19,192.168.1.1,TCP,normal
369,2.9494360697276596,49.223.13.73,192.168.1.1,ICMP,normal
787,4.812463076879888,139.137.242.12,192.168.1.1,UDP,normal
79,0.8269724336148279,34.210.137.154,192.168.1.1,TCP,port_scan
151,7.48159188716852,253.63.41.102,192.168.1.1,UDP,normal
172,315.7087023014452,202.96.106.29,192.168.1.1,TCP,ddos
90,5.617063142988838,60.121.195.116,192.168.1.1,UDP,normal
1193,8.258988606440859,125.87.206.84,192.168.1.1,UDP,normal
249,9.799597369576452,219.25.97.209,192.168.1.1,UDP,normal
178,8.115493649603176,25.155.17.198,192.168.1.1,UDP,normal
298,7.5789018501239545,162.156.124.7,192.168.1.1,UDP,normal
1238,2.3884296176001345,193.205.77.194,192.168.1.1,ICMP,normal
1436,6.332525942276929,80.60.227.140,192.168.1.1,ICMP,normal
1320,7.06139179378638,73.190.128.157,192.168.1.1,UDP,normal
754,3.6476691138967468,125.187.105.169,192.168.1.1,UDP,normal
763,2.697773181475477,1.155.199.252,192.168.1.1,UDP,normal
569,7.350506738506166,150.1.3.102,192.168.1.1,TCP,normal
1434,309.3885517611046,102.186.7.16,192.168.1.1,TCP,ddos
913,1.7055727943421002,23.109.37.114,192.168.1.1,TCP,normal
809,6.292848413099315,37.233.232.5,192.168.1.1,ICMP,normal
83,0.1440542722165168,102.231.201.142,192.168.1.1,TCP,port_scan
972,3.9741405090241533,74.54.87.205,192.168.1.1,ICMP,normal
1479,9.503048523647097,105.170.131.47,192.168.1.1,UDP,normal
1349,3.282470104701138,44.26.195.101,192.168.1.1,TCP,normal
455,3.849334475687832,164.167.13.237,192.168.1.1,TCP,normal
315,2.19591975940091,228.163.8.124,192.168.1.1,UDP,normal
1247,6.25790522109932,27.67.75.26,192.168.1.1,UDP,normal
1401,7.304164980479649,40.229.91.2,192.168.1.1,UDP,normal
838,4.406484472353074,150.174.172.234,192.168.1.1,UDP,normal
764,8.360765115269784,154.254.82.17,192.168.1.1,UDP,normal
274,6.968222302620138,30.155.106.68,192.168.1.1,TCP,normal
886,8.54974156648425,125.124.106.208,192.168.1.1,UDP,normal
1394,7.850042524230679,223.152.122.100,192.168.1.1,UDP,normal
792,6.784768846017471,209.188.36.70,192.168.1.1,UDP,normal
100,523.8743931435739,62.132.90.7,192.168.1.1,TCP,ddos
729,0.6929613718133554,228.33.242.124,192.168.1.1,TCP,normal
1155,4.859338448678324,120.122.158.219,192.168.1.1,ICMP,normal
1141,4.974568685674216,255.234.236.13,192.168.1.1,TCP,normal
1109,6.517029339132302,74.93.188.64,192.168.1.1,UDP,normal
1358,7.136273611023821,163.125.246.120,192.168.1.1,UDP,normal
1286,3.2742748897943073,212.212.225.86,192.168.1.1,UDP,normal
42,0.22824149542182987,213.125.109.67,192.168.1.1,TCP,port_scan
513,0.4747506304758956,90.108.204.31,192.168.1.1,TCP,normal
62,0.2338131934932019,196.213.193.214,192.168.1.1,UDP,port_scan
611,1.7866671099819507,6.245.96.104,192.168.1.1,TCP,normal
989,0.17770697598010052,91.114.26.216,192.168.1.1,UDP,normal
243,377.93336765639975,133.227.136.48,192.168.1.1,TCP,ddos
674,902.8656382304137,81.155.211.32,192.168.1.1,TCP,ddos
1477,6.492558720838281,145.6.235.95,192.168.1.1,TCP,normal
40,0.21895572951199824,36.201.184.63,192.168.1.1,TCP,port_scan
654,658.3749662532697,50.48.44.6,192.168.1.1,TCP,ddos
688,998.8545538532626,232.247.114.36,192.168.1.1,TCP,ddos
70,0.4547971753224095,94.30.248.134,192.168.1.1,TCP,port_scan
1434,3.685150902654166,55.131.78.173,192.168.1.1,UDP,normal
363,9.888281451136685,184.50.143.10,192.168.1.1,UDP,normal
1386,2.475630325202668,127.227.66.16,192.168.1.1,ICMP,normal
797,713.5938339818033,77.70.12.41,192.168.1.1,TCP,ddos
58,0.9403799365768086,177.117.47.184,192.168.1.1,TCP,port_scan
42,0.5187397328963556,158.209.224.119,192.168.1.1,TCP,port_scan
1412,7.145487934652548,119.53.233.194,192.168.1.1,ICMP,normal
1409,9.597067751002013,222.33.51.214,192.168.1.1,UDP,normal
310,3.984871883844735,188.169.124.234,192.168.1.1,UDP,normal
156,6.014322520479257,20.114.202.6,192.168.1.1,TCP,normal
287,490.5381597363627,198.226.152.39,192.168.1.1,TCP,ddos
692,2.3968504506868693,151.167.240.225,192.168.1.1,ICMP,normal
1267,2.2517312419770934,86.70.240.228,192.168.1.1,ICMP,normal
965,578.7696234701438,51.32.117.44,192.168.1.1,TCP,ddos
1182,5.551967512851173,88.146.185.93,192.168.1.1,ICMP,normal
49,0.5032697480516847,77.19.173.95,192.168.1.1,TCP,port_scan
82,0.5437079216993286,23.146.62.64,192.168.1.1,TCP,port_scan
1251,318.3459497601123,248.215.211.1,192.168.1.1,TCP,ddos
830,4.162972126880396,65.236.21.66,192.168.1.1,UDP,normal
973,827.250607465207,46.134.89.23,192.168.1.1,TCP,ddos
96,797.6287802399962,145.235.28.8,192.168.1.1,TCP,ddos
1381,5.1533403763884795,55.203.156.143,192.168.1.1,UDP,normal
696,1.3822369039875173,93.192.102.47,192.168.1.1,TCP,normal
150,2.533664957353667,235.3.38.70,192.168.1.1,TCP,normal
89,2.3795728013926887,221.60.103.196,192.168.1.1,ICMP,normal
84,9.643177341846224,176.74.232.112,192.168.1.1,ICMP,normal
1156,5.058462319020323,68.76.149.164,192.168.1.1,TCP,normal
88,0.5316880537469232,143.117.64.227,192.168.1.1,ICMP,normal
61,0.13652391720883944,169.61.249.120,192.168.1.1,TCP,port_scan
1232,4.716185172014408,138.69.211.28,192.168.1.1,UDP,normal
167,4.019819301293904,94.170.35.166,192.168.1.1,TCP,normal
735,2.9896889858414073,42.117.55.125,192.168.1.1,UDP,normal
988,7.781941977784943,192.123.223.15,192.168.1.1,TCP,normal
593,4.020941327974179,139.46.119.234,192.168.1.1,ICMP,normal
95,0.48592301544091643,89.200.240.113,192.168.1.1,UDP,port_scan
211,8.57742895644283,194.118.158.225,192.168.1.1,UDP,normal
1489,5.038847034045165,57.223.157.105,192.168.1.1,UDP,normal
216,8.038832639888485,57.215.69.219,192.168.1.1,ICMP,normal
1073,6.511684306418198,189.251.79.95,192.168.1.1,ICMP,normal
469,8.52574420652938,176.179.191.9,192.168.1.1,TCP,normal
1258,1.8132572288010895,75.116.232.186,192.168.1.1,UDP,normal
575,0.2569515838742195,248.244.97.241,192.168.1.1,UDP,normal
1139,7.580721080199881,90.198.98.218,192.168.1.1,TCP,normal
360,4.114244539125487,63.60.55.86,192.168.1.1,TCP,normal
1419,5.229460107260799,57.48.218.108,192.168.1.1,UDP,normal
1290,6.558984325272201,73.250.137.153,192.168.1.1,TCP,normal
1382,2.03925092512586,118.213.82.25,192.168.1.1,TCP,normal
480,7.450921706278081,10.212.253.132,192.168.1.1,ICMP,normal
249,2.9741605363803556,112.86.77.246,192.168.1.1,UDP,normal
1321,5.4016138865227035,198.67.45.92,192.168.1.1,UDP,normal
1043,6.313133458391445,215.33.87.183,192.168.1.1,ICMP,normal
66,6.063733383858853,113.47.90.152,192.168.1.1,UDP,normal
1125,8.937904573763856,101.177.153.18,192.168.1.1,TCP,normal
857,4.085008206885845,93.27.14.57,192.168.1.1,UDP,normal
62,0.45805117919472527,128.155.100.112,192.168.1.1,TCP,port_scan
546,2.9313044566574353,44.223.45.185,192.168.1.1,ICMP,normal
680,0.2977659820247295,145.190.142.136,192.168.1.1,ICMP,normal
338,105.7947279352096,235.85.255.45,192.168.1.1,TCP,ddos
1314,7.221151787293787,199.113.139.228,192.168.1.1,TCP,normal
109,202.54103828315277,30.22.235.50,192.168.1.1,TCP,ddos
62,0.7265488192900089,131.128.227.90,192.168.1.1,TCP,port_scan
684,622.550507199535,190.116.131.25,192.168.1.1,TCP,ddos
1356,3.959454755502231,220.112.154.104,192.168.1.1,UDP,normal
760,3.015412905224344,156.86.161.211,192.168.1.1,ICMP,normal
991,9.039493379381923,241.214.183.248,192.168.1.1,ICMP,normal
440,3.70170538119185,166.195.149.127,192.168.1.1,ICMP,normal
1023,289.5683418149539,56.193.113.36,192.168.1.1,TCP,ddos
767,3.4662029036445294,7.175.228.27,192.168.1.1,UDP,normal
87,0.9335479527828929,48.102.51.144,192.168.1.1,TCP,port_scan
432,0.5465438876939114,96.108.23.241,192.168.1.1,UDP,normal
69,0.8905015410017645,229.122.48.10,192.168.1.1,TCP,port_scan
1086,649.8360720499151,121.184.28.24,192.168.1.1,TCP,ddos
1015,1.5283497702924553,183.200.97.71,192.168.1.1,TCP,normal
509,8.223418597655504,195.202.203.229,192.168.1.1,ICMP,normal
1435,6.588592332786275,182.239.236.209,192.168.1.1,ICMP,normal
193,401.68768269149234,238.69.207.12,192.168.1.1,TCP,ddos
988,7.267812940605131,221.138.243.172,192.168.1.1,TCP,normal
1204,2.5329740361644286,70.138.32.71,192.168.1.1,UDP,normal
1181,4.27275849057698,144.43.178.1,192.168.1.1,ICMP,normal
894,7.507288250791691,11.237.205.8,192.168.1.1,ICMP,normal
982,355.3942554103024,17.37.79.17,192.168.1.1,TCP,ddos
1425,1.3318171377243706,173.93.228.175,192.168.1.1,ICMP,normal
1426,627.3287938103005,102.226.142.29,192.168.1.1,TCP,ddos
1457,730.4348522489048,112.70.138.42,192.168.1.1,TCP,ddos
276,1.5359613243852728,222.20.57.125,192.168.1.1,UDP,normal
1414,7.478094569810348,105.111.132.163,192.168.1.1,TCP,normal
72,0.5354536168629804,244.153.10.187,192.168.1.1,TCP,port_scan
42,0.7823903677566691,127.46.234.122,192.168.1.1,TCP,port_scan
653,5.5490777994183125,252.103.109.229,192.168.1.1,ICMP,normal
913,7.544763948003073,162.187.247.213,192.168.1.1,UDP,normal
1057,4.43950644553359,89.159.151.247,192.168.1.1,UDP,normal
1238,7.707181990938307,104.8.177.224,192.168.1.1,ICMP,normal
958,4.280076077788855,67.217.76.53,192.168.1.1,ICMP,normal
316,4.846885115750686,161.66.233.204,192.168.1.1,UDP,normal
248,2.0656629719643385,139.33.194.233,192.168.1.1,TCP,normal
1024,4.815053984106442,36.106.137.191,192.168.1.1,UDP,normal
61,0.39528582477578456,238.220.144.232,192.168.1.1,TCP,port_scan
806,0.5874100241759589,192.118.145.240,192.168.1.1,TCP,normal
531,406.49057702018894,48.134.2.8,192.168.1.1,TCP,ddos
48,0.13652284127459155,138.70.109.4,192.168.1.1,UDP,port_scan
48,0.8658257461961986,85.36.67.88,192.168.1.1,UDP,port_scan
681,7.822846273138171,83.194.82.166,192.168.1.1,ICMP,normal
674,615.6187798845182,122.95.236.12,192.168.1.1,TCP,ddos
117,8.182749862651841,234.84.115.225,192.168.1.1,UDP,normal
1483,7.910635648750904,149.16.231.98,192.168.1.1,UDP,normal
617,0.33432617451081637,48.75.127.219,192.168.1.1,UDP,normal
374,8.158065317949644,230.22.234.173,192.168.1.1,ICMP,normal
1347,0.743319978946809,103.101.212.219,192.168.1.1,UDP,normal
639,3.522306115016365,184.122.68.249,192.168.1.1,UDP,normal
196,7.2763239211312465,212.203.31.100,192.168.1.1,TCP,normal
1318,7.401754381718353,186.121.182.223,192.168.1.1,UDP,normal
1478,7.205536982688673,193.238.188.141,192.168.1.1,ICMP,normal
263,2.6398771115169217,87.205.129.241,192.168.1.1,ICMP,normal
805,0.7150358671162604,190.229.144.177,192.168.1.1,ICMP,normal
702,4.68388346832456,215.242.219.161,192.168.1.1,TCP,normal
45,0.3868500813370268,121.97.172.39,192.168.1.1,TCP,port_scan
170,3.5116838657696947,139.65.228.110,192.168.1.1,UDP,normal
1411,2.521774247731502,24.81.219.115,192.168.1.1,ICMP,normal
1103,6.576663710738271,40.241.2.75,192.168.1.1,UDP,normal
664,5.296763362681208,236.8.241.203,192.168.1.1,UDP,normal
1318,9.014265053478619,101.137.154.187,192.168.1.1,ICMP,normal
87,5.174711389455741,65.152.17.94,192.168.1.1,TCP,normal
60,0.595957326576467,183.177.231.163,192.168.1.1,TCP,port_scan
1480,1.2886090284050364,149.17.3.51,192.168.1.1,TCP,normal
1472,8.835948637379916,29.163.139.178,192.168.1.1,TCP,normal
49,0.2515494714306193,181.64.180.64,192.168.1.1,UDP,port_scan
67,0.1091920026763665,161.5.145.195,192.168.1.1,UDP,port_scan
1323,8.878047286474892,144.220.87.214,192.168.1.1,TCP,normal
163,1.747345155874182,131.155.188.93,192.168.1.1,ICMP,normal
986,9.041881560935346,82.128.249.35,192.168.1.1,ICMP,normal
591,0.6194928826252768,183.244.179.150,192.168.1.1,TCP,normal
1342,5.972234137554886,199.89.123.14,192.168.1.1,TCP,normal
432,5.854840573100197,186.72.171.124,192.168.1.1,TCP,normal
355,7.046650038419287,153.58.214.146,192.168.1.1,UDP,normal
360,5.994654509346918,179.123.30.97,192.168.1.1,UDP,normal
1241,5.891124590996591,77.116.218.104,192.168.1.1,UDP,normal
217,0.7487722174239059,227.142.115.77,192.168.1.1,TCP,normal
742,7.408206250312451,205.48.231.165,192.168.1.1,ICMP,normal
1297,813.530153475362,69.84.248.20,192.168.1.1,TCP,ddos
1468,7.77225179156873,102.18.173.28,192.168.1.1,TCP,normal
1369,9.191008123705899,74.214.136.26,192.168.1.1,ICMP,normal
697,7.825550791346105,182.13.19.52,192.168.1.1,ICMP,normal
425,1.8388278162582354,42.238.61.224,192.168.1.1,ICMP,normal
975,540.6214227643945,201.94.160.37,192.168.1.1,TCP,ddos
154,6.2591503152960195,17.227.47.112,192.168.1.1,ICMP,normal
643,2.9477162950942084,113.45.166.178,192.168.1.1,TCP,normal
603,9.78537164782167,47.147.139.84,192.168.1.1,TCP,normal
1104,4.682283005204728,236.35.229.82,192.168.1.1,TCP,normal
1026,8.4933353970743,133.160.12.81,192.168.1.1,TCP,normal
432,1.2279687839797262,159.220.128.200,192.168.1.1,UDP,normal
86,0.7130298174166741,72.129.85.11,192.168.1.1,UDP,port_scan
827,748.0925179842055,214.77.77.43,192.168.1.1,TCP,ddos
432,234.41393651294686,161.67.45.13,192.168.1.1,TCP,ddos
381,1.6702064849387686,180.64.251.171,192.168.1.1,ICMP,normal
1154,3.1697437195131424,17.141.50.49,192.168.1.1,TCP,normal
742,3.9188183044172678,32.36.100.136,192.168.1.1,TCP,normal
1149,3.5191311725818246,112.56.96.60,192.168.1.1,UDP,normal
468,7.46551556371574,26.5.217.172,192.168.1.1,UDP,normal
284,9.18379327692909,92.170.199.145,192.168.1.1,TCP,normal
628,9.547984588060956,44.194.111.86,192.168.1.1,TCP,normal
138,1.4197819366187878,110.98.64.198,192.168.1.1,ICMP,normal
290,863.321202207784,1.84.157.18,192.168.1.1,TCP,ddos
532,338.48819597928616,241.63.147.24,192.168.1.1,TCP,ddos
596,154.62333260012537,11.13.133.15,192.168.1.1,TCP,ddos
91,0.9922255144701739,107.52.103.240,192.168.1.1,TCP,port_scan
1267,7.443034840860444,225.44.78.36,192.168.1.1,ICMP,normal
749,839.7651676531057,57.26.48.22,192.168.1.1,TCP,ddos
560,0.6099554052953812,75.69.42.42,192.168.1.1,ICMP,normal
111,598.3349847610014,255.159.231.7,192.168.1.1,TCP,ddos
567,9.486703299568761,23.46.31.81,192.168.1.1,UDP,normal
113,8.837883758730834,110.28.238.52,192.168.1.1,ICMP,normal
653,8.230864869929864,60.68.107.224,192.168.1.1,UDP,normal
1295,1.098908056825509,9.161.110.187,192.168.1.1,ICMP,normal
92,3.5116279224037434,141.104.107.124,192.168.1.1,UDP,normal
814,0.5710587957360959,219.33.254.102,192.168.1.1,ICMP,normal
474,0.45197068627366144,131.7.241.46,192.168.1.1,ICMP,normal
238,2.6247691065775185,20.229.39.208,192.168.1.1,UDP,normal
228,0.3265406152929272,151.125.125.206,192.168.1.1,TCP,normal
100,0.13049851080948968,187.192.157.199,192.168.1.1,TCP,port_scan
529,7.438098446179413,234.126.147.146,192.168.1.1,TCP,normal
857,6.4858076481913844,222.185.58.114,192.168.1.1,UDP,normal
1430,5.4362808134583425,219.238.133.76,192.168.1.1,ICMP,normal
286,3.9670068486302554,28.35.2.106,192.168.1.1,UDP,normal
